	id	sentence1	sentence2	similarity
4500	d41c3e356d53ecd3e0a5144c0	Two men charged with terrorism offences	Saudi-born Nigerian charged with terrorism in New York	1.8
2207	786c3522d40dcaa501ac61a5a	I didn't say we had gotten soft since / Rand.	I said YOU had gotten soft.	1.2
6546	25b4eb88b90130e44f12ede84	Different parts of California have different wildlife, so you should probably narrow the region.	You can get a rough estimate from using an online calorie estimation website.	0.0
5145	970b26fa1a04f26224468f5d0	Egypt poll: 98 per cent vote 'yes' for new constitution	Egypt holding key vote on constitution	2.4
7785	2a7e1e989c308c6acd4c5eb7e	a man working at the steel mill	A man working in a foundry.	3.4
8205	1921569d29dfd0b81366bd294	The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.	The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.	4.0
1739	abda1f42ae31e88931618945f	An old man in a black trench coat standing in a marketplace.	The baby is wearing a red shirt and walking in a plaza.	1.2
3623	a92f720eceb8c9352ca31bd59	29 people were convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china. 	court official tran dao stated the 12 people were among 29 people convicted by the quang ninh people's court of participating in a drug ring that trafficked heroin from vietnam to china.	3.4
5953	70aa4dde520c0c033d1a75540	A man is riding on a boat.	A man is tying in the machine.	0.4
1088	54d4043437894d1c43992e00c	Black train on train tracks.	A train on the train tracks.	4.1
7509	2baf1343db922c5327948213f	Two dogs and one cat sitting on couch.	Two dogs and a cat resting on a couch.	4.6
2097	644c98412ad6735e0a444e3e3	"I have  years of ""Neener Neener"" rights Usually I get pretty decent care."	"I have  years of ""Neener Neener"" rights they are crack ups."	3.4
5488	e7371b5f431dd4ee3d714ddaf	Syrian civil war in photos	Syrian civil war peace talks at risk from Iran invitation	1.2
2740	62d254d3b5fab814cd1bf1c5e	Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.	In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.	3.0
10	9475d2b34318d7c6d9b178d82	The man hit the other man with a stick.	The man spanked the other man with a stick.	4.2
5750	db26923f193d0500fe083f358	A young child is riding a horse.	A child is riding a horse.	4.75
4096	fef28382c4a62e24f0b63c5a6	Heavy Fighting Reported in Syria's Aleppo	Heavy fighting reported in Damascus	1.4
4613	0154a72776e7c31cc9212f15e	Nelson Mandela's real hero was not Gandhi, but Nehru	Nelson Mandela's health 'unstable'	1.4
5174	35c367d434d102095c3632c83	Earthquake of 6.3 magnitude strikes off Indonesia island	Earthquake of 6 magnitude strikes Thailand	2.0
6441	dd64e5c880a1a96a482785b79	A common one is haddock and is in season pretty much year round.	White fish are, as a rule, more delicately flavored than darker fleshed fish.	1.4
5648	60e7bc63cc9a7cc9f7b8bb2cf	Turkey unrest goes on despite end to park protest	"Turkish PM Erdogan says ""duty"" to order crackdown on Istanbul park protest"	1.0
4364	c8294b501c9599d51e6dbc6e8	100 killed in new Darfur tribal clashes	'9 Dead' in New Darfur Tribal Clash	2.8
8116	000e25cb3c0db66c9204ffbd8	Yes, you should make a résumé.	Yes, you should talk to your professor.	0.0
4091	ae1e984adfa1aacc1e0742a7a	Jonny Bairstow and Eoin Morgan shine for England in Mumbai	Bairstow hits ton in India tour match	1.8
225	e92c300f6563233511a4a829a	A woman is cracking eggs into a bowl.	A woman is placing skewers onto a rack.	0.6
6576	a1b151dbac03e7dfb0a1bacba	I have seen cats not like using the litterbox for a variety of reasons.	"I think Keltari has some good ideas.... A cat can change its ""taste"" in litter material."	2.6
3309	70b5091d9aec2e51446b25a4a	The bodies of some of the dead, pulled out from under the train, were laid out beside the tracks while emergency services brought in wooden coffins.	The bodies of many of the dead, pulled from under the partially derailed train, were laid out by the tracks awaiting identification.	3.25
4050	3cd61f8a16dd5c293ff988690	Romney vows to restore 'promise of America'	Romney Promises to 'Restore America'	3.8
1533	b45f4a2be7b6dd26ad0d0165b	Smiling man with reflective classes.	A gentleman smiling and showing his reflective sunglasses.	4.6
6913	7b6c924a492838c1c77027307	"""It just seems like all the issues that we support, he doesn't,"" said Gabriela Lemus of LULAC."	"""It just seems like all the issues that we support he doesn't,"" said Gabriela Lemus, the league's director of policy and legislation."	4.2
3283	2ee5ef46e02320a6a1c229673	They later fell out and have backed a series of rival Congolese militias in recent years.	The two invading countries later fell out, and have since backed rival factions.	3.5
3127	5ea046bf404d85f6cf9020519	Cisco executives said they were encouraged by $1.3 billion in cash flow and the increase in net income, but hoped for a rebound.	Cisco executives were encouraged by $1.3 billion in cash flow and the increase in net income, but said they remained ``cautiously optimistic'' about a rebound.	4.6
499	c879d993b802d86ad70c62875	A man is cutting a potato.	A woman is cutting a tomato.	1.25
561	5e4c1da6533191c79b4e8ccc1	A man is talking with a woman.	A woman is walking with a dog.	0.5
5505	5c74c70922dfde5d4bf538392	Egypt's Muslim Brotherhood Refuses to Back Down	Egyptian court sentences Muslim Brotherhood leader to life in prison	1.4
2874	cdc318a60316c16a48ba2eeac	Enron spokesman Eric Thode declined to comment on the mediation order.	"""We think it's great news,"" said Enron spokesman Eric Thode."	1.733
6784	9299f13339a90d368d16c159e	Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.	Although a small city-state, Singapore is the 12th-largest trading partner of the United States, with trade volume of $33.4 billion last year.	3.8
6629	2e871a56d8170085d2d81d750	Anil, there certainly is a difference in results, mainly in image quality.	If you want to learn photography, almost any camera will do to start with.	1.0
2942	5b95c56b7ca00112f4e871387	The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34.	The technology-laced Nasdaq Composite Index .IXIC gained 13.73 points, or 0.81 percent, to finish at 1,700.34.	3.75
7725	3be4383d90378350ab6ce9a03	A woman is sitting in the water.	The woman is skating in the park.	0.8
4148	aaa90a90c58345ccbe85d3490	Brazil's 'pop-star priest' gets mammoth new stage	Brazil's 'Pop-Star Priest' Gets Mammoth New Stage	5.0
1303	c6adb76cdfa003e44f257d6a3	A pug dog wits on a yellow chair next to a green dumpster.	A bulldog sitting on a yellow chair beside a large waste receptacle.	3.2
1382	54cb8a41b18071df6fb12322f	A wooden bicycle with an awning.	A group of elderly people sitting around a dining table.	0.0
4931	8233e8a0c793da7f323c07cf4	About 60 Crushed to Death in Ivory Coast Stampede	61 dead in Ivory Coast stampede	3.4
2731	8faa512956480ebe49275c3e4	A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.	Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.	3.2
1919	2190d4cd75d0243e876e10744	A child in a red shirt is using a black wake board to splash over a beach wave.	A man in a rowboat is rowing across blue water.	1.0
6117	4358c28d85f262876e8d605b8	Two gray dogs run together over the green grass.	Two grey dogs running in green grass.	4.6
4806	4f90a36aac3151e30a4e20501	"Two U.S. soldiers killed in ""insider"" attack in Afghanistan"	8 soldiers killed in bomb attack in NW Pakistan	0.8
7730	375b8d697af6c88f9e1fdd689	Two puppies playing with a plastic bag.	Two dogs playing in a yard.	3.0
5293	eb17ab656376753e1decc6da7	At least six dead in US shooting rampage	At least 20 dead in Somalia attacks	0.4
1660	9baf46d60a6bd5b8d859d95b5	An elderly woman rides a bicycle along a city street.	An elderly woman walking uphill crossing the street.	2.0
3229	f1c2ae75ebf008e8c6e7e19de	A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.	Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.	3.6
3487	c5b0af5a58b3367f7e9e4e7c8	adherence to non-proliferation obligations will enhance mutual trust and foster international cooperation in nuclear energy. 	zhang yan stated that all countries should abide by non-proliferation obligations in order to enhance mutual trust and create a sound environment for international cooperation in nuclear energy.	3.2
5234	6099a40c1b83e52433e22285a	Egypt policeman killed in Sinai attack	Egyptian soldiers killed in Sinai attack	3.4
202	d6a23f52f2602d450390e7024	Someone is mixing ingrediants.	Someone is sewing things.	0.25
6795	ff16b6cd102e45a7ed35e585a	The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.	The British pound flexed its muscle against the dollar, last up 1 percent at $1.6672.	3.25
2575	229f9d83841a747001d84b298	Sendmail said the system can even be set up to permit business-only usage.	The product can be instructed to permit business-only use, according to Sendmail.	5.0
3568	55a915f07bdcad2542bc31665	the agreement aimed to establish a wider cooperation covering national security and the fight against global terrorism. 	in a statement the british ministry of defense stated-- the agreement aims to establish wider cooperation covering national security and the fight against global terrorism.	3.4
4375	f846b1ca876e7ea768a7cd714	Matt Smith to leave Doctor Who after 4 years	Matt Smith quits BBC’s Doctor Who	4.0
1679	000aa7b23feb9daed38ae9a14	two puppies playing around in the grass	Two dogs are wrestling in the grass.	4.0
3265	a6bc425695c28f1506220c291	The meeting was scheduled to end Wednesday night, with attendees approving resolutions that express the denomination's view on issues but that are not binding on churches.	On Wednesday, attendees will vote on resolutions that express the Southern Baptist view on issues, but are not binding on individual churches.	3.273
4459	ebdf98bba3e02ed689919cb67	Wave of bombings kills 15 in Iraq	Car bombs kill at least 49 in Iraq	2.2
864	dd6edbe087af1061e93cdbaa4	A man is playing guitar.	Smeone is laying down.	0.0
5235	50ae7ede904ea22c0e65acbea	Extension likely for Iran nuclear talks	Oil slips below $108 ahead of Iran nuclear talks	1.4
6856	1b749575fcfdc922123877e9f	Chechen officials working for the Moscow-backed government are a frequent target for rebels and tension is running high ahead of next Sunday's presidential election in war-torn Chechnya.	Officials in Chechnya's Moscow-backed government are a frequent target for rebels, and tension is running high ahead of Sunday's presidential election in the war-ravaged region.	4.75
7033	4df7937a275d8df234cf078ed	Two blasts hit Syria capital	Two blasts rock Syrian capital	4.8
2474	7b92a108282b121ce891a25a3	They found molecules that can only be produced when ozone breaks down cholesterol.	And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone.	4.25
8421	5feb4302a0e282b770a267362	Syria hands over bodies of journalists	Syria TV says govt troops free captive journalists	1.4
6126	fe3fc2354cc35140bffc94004	Two white dogs are walking through deep white snow.	Two white dogs walk through a huge bank of mountain snow.	4.6
5666	369ac95b427f09c59df5f355a	Mali hunts jihadist nightclub killers	Militants attack UN as Mali hunts jihadist nightclub killers	3.0
6214	58fb44462e1db23cd2486fdcb	A man wearing US flag boxer shorts is standing on a stairway.	A woman wearing a white shirt stands on the street.	0.0
2558	b32d52d13b787c19c1ea095a4	No charges were announced, but the statement said legal proceedings were expected Monday.	An FBI statement said legal proceedings were expected Monday in federal court in Baltimore.	2.75
80	c2bb0f5a9ead055dc0a698b88	A boy is singing and playing the piano.	A boy is playing the piano.	3.0
5412	f9711858b6f62cabc579e5515	Pro-Russia rebels to hold vote in Ukraine	Syria rebels: We killed Hezbollah men in Lebanon	0.0
1621	91479284a0f1b34998d6ac805	Two large black dogs are playing in a grassy field.	Two white dogs are running together.	2.2
1980	cb0eae51118269ff0829f78a1	Two dogs run side-by-side on the grass.	Two dogs running on grass.	4.4
1337	0504602fa097fadc4f7c839f4	A women standing next to a brown cow.	A women in glasses stands next to a cow in a field.	3.8
1773	0c385a4e2f03a01e9d1e057d4	A man with long hair is looking through a camera.	A woman stands against a wall near a video camera.	1.0
5576	631336c5b8fa6c106f934205e	Venezuela lawmakers brawl amid election tensions	Venezuela lawmakers brawl over election	5.0
5392	754acf7b4d9a0d97c1471dd8e	Iran condemns alleged Israeli airstrike on Syria	Democrats Face Divide Over a Strike on Syria	1.2
6877	127d352f3a3c115357305ad05	"Still, he said, ""I'm absolutely confident we're going to have a bill."""	"""I'm absolutely confident we're going to have a bill,"" Frist, R-Tenn., said Thursday."	3.0
